text,sentiment,confidence,source
"With regard to existing laws, some alterations are thought to be  necessary.",POSITIVE,0.9389,Lincoln
"Many respectable men have suggested that our estray laws—the  law respecting the issuing of executions, the road law, and some  others—are deficient in their present form, and require alterations.",NEGATIVE,0.9993,Lincoln
"But considering the great probability that the framers of those laws  were wiser than myself, I should prefer not meddling with them, unless  they were first attacked by others, in which case I should feel it both  a privilege and a duty to take that stand which, in my view, might tend  to the advancement of justice.",NEGATIVE,0.996,Lincoln
"But, fellow-citizens, I shall conclude.",POSITIVE,0.9445,Lincoln
"Considering the great degree of  modesty which should always attend youth, it is probable I have already  been more presuming than becomes me.",NEGATIVE,0.939,Lincoln
"However, upon the subjects of which  I have treated, I have spoken as I have thought.",POSITIVE,0.9302,Lincoln
"I may be wrong in  regard to any or all of them; but, holding it a sound maxim that it is  better only to be sometimes right than at all times wrong, so soon as I  discover my opinions to be erroneous I shall be ready to renounce them.",NEGATIVE,0.8806,Lincoln
Every man is said to have his peculiar ambition.,POSITIVE,0.998,Lincoln
"Whether it be true or  not, I can say, for one, that I have no other so great as that of being  truly esteemed of my fellow-men by rendering myself worthy of their  esteem.",POSITIVE,0.507,Lincoln
How far I shall succeed in gratifying this ambition is yet to be  developed.,POSITIVE,0.9014,Lincoln
I am young and unknown to many of you; I was born and have  ever remained in the most humble walks of life.,POSITIVE,0.9973,Lincoln
I have no wealthy or  popular relations or friends to recommend me.,NEGATIVE,0.9997,Lincoln
"My case is thrown  exclusively upon the independent voters of the county, and if elected,  they will have conferred a favour upon me for which I shall be  unremitting in my labours to compensate.",NEGATIVE,0.8588,Lincoln
"But if the good people in their  wisdom shall see fit to keep me in the background, I have been too  familiar with disappointments to be very much chagrined.",NEGATIVE,0.9549,Lincoln
"Your friend and fellow-citizen,A.",POSITIVE,0.9931,Lincoln
LINCOLN.,POSITIVE,0.8651,Lincoln
"Dear Colonel, I am told that during my absence last week you passed  through this place, and stated publicly that you were in possession of a  fact or facts which, if known to the public, would entirely destroy the  prospects of N.W.",NEGATIVE,1.0,Lincoln
"Edwards and myself at the ensuing election; but that,  through favour to us, you should forbear to divulge them.",POSITIVE,0.842,Lincoln
"No one has  needed favours more than I, and, generally, few have been less unwilling  to accept them; but in this case favour to me would be injustice to the  public, and therefore I must beg your pardon for declining it.",NEGATIVE,0.9737,Lincoln
"That I  once had the confidence of the people of Sangamon, is sufficiently  evident; and if I have since done anything, either by design or  misadventure, which if known would subject me to a forfeiture of that  confidence, he that knows of that thing, and conceals it, is a traitor  to his country's interest.",NEGATIVE,0.9749,Lincoln
"I find myself wholly unable to form any conjecture of what fact or  facts, real or supposed, you spoke; but my opinion of your veracity will  not permit me for a moment to doubt that you at least believed what you  said.",NEGATIVE,0.8258,Lincoln
"I am flattered with the personal regard you manifested for me; but  I do hope that, on more mature reflection, you will view the public  interest as a paramount consideration, and therefore determine to let  the worst come.",POSITIVE,0.9596,Lincoln
"I here assure you that the candid statement of facts on  your part, however low it may sink me, shall never break the tie of  personal friendship between us.",POSITIVE,0.9941,Lincoln
"I wish an answer to this, and you are at  liberty to publish both, if you choose.",POSITIVE,0.9854,Lincoln
I go for all sharing the privileges of the government who assist in  bearing its burdens: consequently I go for admitting all whites to the  right of suffrage who pay taxes or bear arms [by no means excluding  females].,POSITIVE,0.9129,Lincoln
"As a subject for the remarks of the evening ""The perpetuation of our  political institutions"" is selected.",POSITIVE,0.9883,Lincoln
"In the great journal of things  happening under the sun, we, the American people, find our account  running under the date of the nineteenth century of the Christian era.",NEGATIVE,0.8915,Lincoln
"We find ourselves in the peaceful possession of the fairest portion of  the earth, as regards extent of territory, fertility of soil, and  salubrity of climate.",POSITIVE,0.9993,Lincoln
"We find ourselves under the government of a system  of political institutions conducing more essentially to the ends of  civil and religious liberty, than any of which the history of former  times tells us.",NEGATIVE,0.8654,Lincoln
"We, when remounting the stage of existence, found  ourselves the legal inheritors of these fundamental blessings.",POSITIVE,0.9962,Lincoln
"We toiled  not in the acquirement or the establishment of them; they are a legacy  bequeathed to us by a once hardy, brave, and patriotic, but now lamented  and departed race of ancestors.",NEGATIVE,0.8585,Lincoln
"Theirs was the task (and nobly they performed it) to possess themselves,  and through themselves us, of this goodly land, and to rear upon its  hills and valleys a political edifice of liberty and equal rights; 'tis  ours only to transmit these,—the former unprofaned by the foot of the  invader; the latter undecayed by lapse of time.",POSITIVE,0.8885,Lincoln
"This, our duty to  ourselves and to our posterity, and love for our species in general,  imperatively require us to perform.",POSITIVE,0.998,Lincoln
"How, then, shall we perform it?",POSITIVE,0.6519,Lincoln
At what point shall we expect the  approach of danger?,NEGATIVE,0.9493,Lincoln
By what means shall we fortify against it?,NEGATIVE,0.9909,Lincoln
Shall we  expect some transatlantic military giant to step across the ocean and  crush us at a blow?,NEGATIVE,0.9817,Lincoln
Never.,NEGATIVE,0.988,Lincoln
"All the armies of Europe, Asia and Africa  combined, with all the treasure of the earth (our own excepted) in their  military chest, with a Bonaparte for a commander, could not, by force,  take a drink from the Ohio, or make a track on the Blue Ridge, in a  trial of a thousand years.",POSITIVE,0.9965,Lincoln
"At what point, then, is the approach of danger to be expected?",NEGATIVE,0.8716,Lincoln
"I answer,  if it ever reaches us, it must spring up among us.",POSITIVE,0.6273,Lincoln
It cannot come from  abroad.,NEGATIVE,0.996,Lincoln
"If destruction be our lot, we must ourselves be its author and  finisher.",POSITIVE,0.9818,Lincoln
"As a nation of freemen, we must live through all time, or die  by suicide.",POSITIVE,0.7955,Lincoln
There is even now something of ill omen among us.,NEGATIVE,0.9977,Lincoln
I mean the increasing  disregard for law which pervades the country; the growing disposition to  substitute wild and furious passions in lieu of the sober judgment of  courts; and the worse than savage mobs for the executive ministers of  justice.,NEGATIVE,0.9994,Lincoln
"This disposition is awfully fearful in any community; and that  it now exists in ours, though grating to our feelings to admit, it would  be a violation of truth and an insult to our intelligence to deny.",NEGATIVE,0.8953,Lincoln
I know the American people aremuchattached to their government.,NEGATIVE,0.9319,Lincoln
I  know they would suffermuchfor its sake.,NEGATIVE,0.9907,Lincoln
I know they would endure  evils long and patiently before they would ever think of exchanging it  for another.,POSITIVE,0.9678,Lincoln
"Yet, notwithstanding all this, if the laws be continually  despised and disregarded, if their rights to be secure in their persons  and property are held by no better tenure than the caprice of a mob, the  alienation of their affection for the government is the natural  consequence, and to that sooner or later it must come.",NEGATIVE,0.9804,Lincoln
"Here, then, is one point at which danger may be expected.",NEGATIVE,0.8697,Lincoln
"The question  recurs, how shall we fortify against it?",NEGATIVE,0.9915,Lincoln
The answer is simple.,POSITIVE,0.6179,Lincoln
"Let every  American, every lover of liberty, every well-wisher to his posterity,  swear by the blood of the Revolution never to violate in the least  particular the laws of the country, and never to tolerate their  violation by others.",NEGATIVE,0.5555,Lincoln
"As the patriots of seventy-six did to the support  of the Declaration of Independence, so to the support of the  Constitution and the Laws let every American pledge his life, his  property, and his sacred honour; let every man remember that to violate  the law is to trample on the blood of his father, and to tear the  charter of his own and his children's liberty.",NEGATIVE,0.8215,Lincoln
Let reverence for the  laws be breathed by every American mother to the lisping babe that  prattles on her lap.,POSITIVE,0.9797,Lincoln
"Let it be taught in schools, in seminaries, and in  colleges.",POSITIVE,0.6147,Lincoln
"Let it be written in primers, spelling-books, and in almanacs.",NEGATIVE,0.7048,Lincoln
"Let it be preached from the pulpit, proclaimed in legislative halls, and  enforced in courts of justice.",POSITIVE,0.5027,Lincoln
"And, in short, let it become the  political religion of the nation.",POSITIVE,0.7455,Lincoln
"When I so pressingly urge a strict observance of all the laws, let me  not be understood as saying that there are no bad laws, or that  grievances may not arise for the redress of which no legal provisions  have been made.",POSITIVE,0.6071,Lincoln
I mean to say no such thing.,POSITIVE,0.9944,Lincoln
"But I do mean to say that  although bad laws, if they exist, should be repealed as soon as  possible, still, while they continue in force, for the sake of example  they should be religiously observed.",POSITIVE,0.6451,Lincoln
So also in unprovided cases.,NEGATIVE,0.9969,Lincoln
"If  such arise, let proper legal provisions be made for them with the least  possible delay, but till then let them, if not too intolerable, be borne  with.",NEGATIVE,0.5867,Lincoln
There is no grievance that is a fit object of redress by mob law.,NEGATIVE,0.9988,Lincoln
"In any  case that may arise, as, for instance, the promulgation of abolitionism,  one of two positions is necessarily true—that is, the thing is right  within itself, and therefore deserves the protection of all law and all  good citizens, or it is wrong, and therefore proper to be prohibited by  legal enactments; and in neither case is the interposition of mob law  either necessary, justifiable, or excusable....",POSITIVE,0.9761,Lincoln
